Country,AlphaNumISO,CCC_IEATrade_Code,CCC_IEATrade_Name,Units,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Turkmenistan,TKM795,A.1.3.1,Timber (Industrial roundwood),tonnes,,,,,,,,,,,,,,,,,,,,,,,270.24,297.8,1351.36,1351.36,3066.2,8290.0,15198.44,15240.04,15240.04,15240.04,15240.04,15240.04,15240.04,15240.04,15240.04,15240.04,15240.04,15240.04,15240.04,164812.16,281491.94,295476.62,326611.02,306807.02,,
Turks and Caicos Islands,TCA796,A.1.3.1,Timber (Industrial roundwood),tonnes,,,,,,,,,,,,,,,,,,,,,,,2419.8,2489.32,2819.78,2819.78,2819.78,2819.78,2819.78,2819.78,2819.78,2819.78,2819.78,2819.78,2819.78,2819.78,2819.78,2819.78,2819.78,2819.78,2819.78,5698.78,5221.36,5221.36,5221.36,5221.36,,
Tuvalu,TUV798,A.1.3.1,Timber (Industrial roundwood),tonnes,,,,,,,,,,,,,,,,,,,,,,,520.56,162.52,493.66,493.66,493.66,493.66,493.66,493.66,493.66,493.66,493.66,493.66,493.66,493.66,493.66,493.66,493.66,493.66,493.66,493.66,493.66,493.66,493.66,493.66,,
Uganda,UGA800,A.1.3.1,Timber (Industrial roundwood),tonnes,36104.0,37124.0,24940.0,10244.0,10024.0,5324.0,5376.0,5376.0,5376.0,5376.0,5376.0,5220.0,1120.0,1120.0,1120.0,1468.0,2284.56,4574.96,5751.6,1810.8,2232.68,2232.68,1768.9,3070.4,2835.0,4021.52,2439.52,8236.96,10464.14,47763.42,47763.42,48063.98,33754.54,80620.02,109284.3,109284.3,92047.62,111415.44,142546.84,80040.76,160739.12,185249.96,195445.44,195445.44,206011.6,206011.6,,
Ukraine,UKR804,A.1.3.1,Timber (Industrial roundwood),tonnes,,,,,,,,,,,,,,,,,,,,,,,7995.56,9896.0,9896.0,21464.0,619090.0,582776.0,679253.84,778868.92,778868.92,1168053.9,1436746.52,1804836.28,1855014.08,2209665.64,2368936.0,2687646.0,2689012.8,2576408.4,2636719.4,2665131.48,2322747.4,2536447.2,2449563.6,2449563.6,,
United Arab Emirates,ARE784,A.1.3.1,Timber (Industrial roundwood),tonnes,,,,,,,,,,,,,,,,,,,,,3529.0,13886.0,492760.76,565270.0,634802.0,599408.0,522204.0,592273.0,961252.0,982910.0,1113573.0,1283991.0,1115669.0,1331884.0,1785808.06,1841324.06,1891300.06,2477196.32,2765103.96,2061379.78,2408634.18,3135739.34,2908511.74,3404725.98,3983518.26,3983518.26,,
United Kingdom,GBR826,A.1.3.1,Timber (Industrial roundwood),tonnes,14843532.0,14262108.0,15515072.0,17349568.0,16526100.0,11981888.0,14551823.0,14281626.0,14720610.0,15980056.0,13556586.0,13945760.0,13963290.0,15366616.0,15625584.0,15432400.0,16544656.0,18734792.0,19734108.0,20042492.0,19419710.0,17173080.0,17973898.68,16963256.04,18474820.0,17172500.0,17570852.0,18851040.0,22831950.0,23840100.0,23907606.0,24163574.48,24277878.0,25349387.72,25856010.22,26014068.5,25671481.58,26305080.26,23730832.36,21242228.12,22972131.64,21547037.36,20242056.28,20586270.9,21407225.86,21494512.52,,
United States of America,USA840,A.1.3.1,Timber (Industrial roundwood),tonnes,20579028.16,22364227.0,25258199.16,26027906.0,23424733.84,18662789.16,23229725.36,26380378.32,29492132.0,29008035.68,26800271.48,25775376.92,24474308.16,29710558.44,33572547.12,35544244.08,36344725.6,38638609.08,37507699.2,39927944.56,37459538.32,33876613.32,36429894.36,40197267.4,43456599.64,46880204.84,48166161.84,52849458.88,60951688.0,66190133.76,68955064.4,69499688.76,72600415.78,73845973.52,82408428.36,80705993.24,79215830.02,68387972.08,55201848.36,42474944.88,44854894.72,43118831.52,44197712.72,47878302.8,50343659.64,51335241.08,,
Uruguay,URY858,A.1.3.1,Timber (Industrial roundwood),tonnes,83432.0,85608.0,54336.0,65172.0,69640.0,57912.0,44900.0,59800.0,62892.0,74416.0,84648.0,69004.0,44552.0,35620.0,38404.0,43408.0,51750.0,54460.0,58184.0,56688.0,99340.0,121248.0,114803.74,116683.46,138902.46,137740.54,149770.58,190584.48,235332.0,240828.0,219620.0,271080.0,205040.0,193000.0,205985.0,238988.0,277287.0,269647.0,279487.0,336627.0,295800.0,301520.0,247489.86,242821.48,246235.88,246235.88,,
USSR,SUN810,A.1.3.1,Timber (Industrial roundwood),tonnes,1359656.0,1313072.0,1272248.0,1264696.0,1286148.0,1494972.0,1403480.0,1450676.0,1418544.0,1393220.0,1848288.0,2677728.0,2432968.0,2088124.0,2000432.0,1978360.0,1730580.0,1697020.0,1726136.0,1824480.0,1371088.0,1332920.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB860,A.1.3.1,Timber (Industrial roundwood),tonnes,,,,,,,,,,,,,,,,,,,,,,,102.0,3087.74,9133.3,906.78,6408.0,59516.0,77993.76,76707.76,270041.96,191326.56,176962.36,210547.36,210547.36,222589.6,836312.48,1099203.46,1368226.6,1383843.96,1358401.12,1648689.88,1476379.92,1839091.4,1839091.4,1839091.4,,
Vanuatu,VUT548,A.1.3.1,Timber (Industrial roundwood),tonnes,1756.0,2200.0,2200.0,2000.0,2000.0,1388.0,844.0,844.0,844.0,844.0,844.0,480.0,1236.0,856.0,856.0,724.0,724.0,520.0,546.96,137.64,233.16,233.16,295.96,389.08,469.26,469.26,610.28,356.2,1065.6,1787.74,2147.14,4576.0,4403.78,3849.58,5186.76,3070.48,3049.44,5323.86,6533.72,6163.34,6293.46,8665.78,7147.86,7384.7,6702.22,7919.38,,
Venezuela,VEN862,A.1.3.1,Timber (Industrial roundwood),tonnes,365076.0,321944.0,366772.0,354630.0,533770.0,463283.0,722452.0,758484.0,796176.0,786672.0,805952.0,828532.0,804020.0,735592.0,684212.0,659192.0,545380.0,658004.0,691588.0,495196.0,665584.0,790180.0,1326083.42,854941.28,821968.36,971724.0,674946.0,808712.0,816807.0,730202.0,795534.0,1013256.0,797910.0,656141.04,824775.32,877210.24,865612.32,798020.76,1216027.64,1054314.34,774422.18,841981.06,783767.04,921545.78,816905.94,801484.62,,
Viet Nam,VNM704,A.1.3.1,Timber (Industrial roundwood),tonnes,48244.0,54644.0,48544.0,18704.0,18704.0,26212.0,30552.0,37384.0,32768.0,29964.0,44404.0,32244.0,31596.0,31536.0,32436.0,9092.0,9792.0,11528.0,8416.0,8164.0,12544.0,15964.0,35834.2,76844.2,117470.14,199527.64,205436.4,223597.72,493201.0,493964.0,495888.0,927854.0,849428.0,863676.0,1686518.14,1705731.82,3058909.4,3322632.84,3232937.4,2880207.62,4264099.74,4377788.18,4806056.46,5240343.96,5550387.66,5473487.18,,
Wallis and Futuna Islands,WLF876,A.1.3.1,Timber (Industrial roundwood),tonnes,,,,,,,,,,,,,,,,,,,,,,,721.68,529.92,529.92,529.92,529.92,529.92,529.92,529.92,529.92,529.92,529.92,529.92,529.92,529.92,529.92,529.92,529.92,529.92,529.92,529.92,529.92,529.92,529.92,529.92,,
Yemen,YEM887,A.1.3.1,Timber (Industrial roundwood),tonnes,22704.0,35828.0,8316.0,9768.0,15136.0,14396.0,16780.0,26060.0,39328.0,34476.0,61272.0,21936.0,21936.0,21536.0,21536.0,20840.0,20840.0,20840.0,20840.0,20840.0,20840.0,20840.0,181467.26,100926.8,57678.12,108535.48,122288.64,133054.72,186090.08,141675.6,137827.6,202076.0,207568.0,225280.0,388243.52,393963.52,402439.52,425381.12,382964.36,587817.84,563485.28,482127.26,627145.24,653515.68,653515.68,653515.68,,
Zambia,ZMB894,A.1.3.1,Timber (Industrial roundwood),tonnes,64848.0,73124.0,68308.0,49544.0,74104.0,73512.0,45264.0,40226.0,44754.0,44700.0,44312.0,23544.0,21744.0,21744.0,21744.0,18544.0,17992.0,20492.0,20492.0,19492.0,13200.0,13200.0,13217.64,7793.04,3241.04,7362.34,7362.34,3850.02,22414.08,73951.6,10308.4,14786.16,14786.16,14786.16,71755.44,71755.44,71755.44,71755.44,80185.9,68842.98,80946.54,98869.3,82442.14,87080.82,128743.74,128743.74,,
Zimbabwe,ZWE716,A.1.3.1,Timber (Industrial roundwood),tonnes,,,0.0,,,,49260.0,40168.0,38516.0,48272.0,61032.0,78768.0,59104.0,43532.0,42832.0,45832.0,47248.0,51308.0,29165.0,28974.0,23177.88,22567.88,78547.84,15030.02,15606.42,63762.56,58624.0,63724.0,85268.0,94252.0,92338.0,94232.0,94232.0,94232.0,143555.2,143555.2,143555.2,132776.56,49164.12,67687.5,168441.22,134055.4,163079.12,155132.72,174189.62,174189.62,,
Afghanistan,AFG004,A.1.4.1,Wild fish catch,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,,,
Albania,ALB008,A.1.4.1,Wild fish catch,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,425.0,240.0,160.0,140.0,157.0,101.0,358.0,420.0,1187.0,1965.0,1692.27283633,3516.0,5882.0,4965.0,5470.0,6919.0,7440.0,7997.0,7945.0,8449.0,8651.0,9514.0,10065.0,9868.0,10835.0,9368.0,10294.0,10294.0,,,
Algeria,DZA012,A.1.4.1,Wild fish catch,tonnes,5868.0,5868.0,5868.0,5868.0,5868.0,5868.0,5868.0,11261.0,10168.0,10979.0,13192.0,16858.0,20219.0,28510.0,45917.0,34212.0,31039.0,37197.0,44216.0,15680.0,6862.0,3367.0,9137.0,6461.0,9949.0,20356.0,4576.0,7461.0,5717.0,7951.0,8114.0,7943.0,11306.0,21813.0,22994.0,20503.0,23204.0,20966.0,18167.0,28274.0,29909.0,29159.0,29377.0,32349.0,32349.0,,,
American Samoa,ASM016,A.1.4.1,Wild fish catch,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Andorra,AND020,A.1.4.1,Wild fish catch,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Angola,AGO024,A.1.4.1,Wild fish catch,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97292.0,96926.0,126769.0,138284.0,157255.0,128556.0,116174.0,88872.0,63263.0,5289.0,4980.0,4043.0,2708.0,3420.0,3224.0,3941.0,2640.0,5130.0,8014.0,7815.0,8818.0,11931.0,20072.0,14453.0,24775.0,28738.0,35190.0,39250.0,65575.0,82448.0,88766.0,98930.0,98930.0,,,
Anguilla,AIA660,A.1.4.1,Wild fish catch,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Antigua and Barbuda,ATG028,A.1.4.1,Wild fish catch,tonnes,602.0,602.0,602.0,602.0,602.0,602.0,602.0,477.0,463.0,680.0,945.0,661.0,590.0,550.0,544.0,685.0,637.0,626.0,773.0,1147.0,597.0,336.0,634.0,774.0,670.0,419.0,458.0,547.0,394.0,1338.0,1643.0,439.0,739.0,1679.0,1442.0,1553.0,1806.0,2196.0,1591.0,1596.0,1540.0,1635.0,1685.0,1661.0,1661.0,,,
Argentina,ARG032,A.1.4.1,Wild fish catch,tonnes,831.0,831.0,831.0,831.0,831.0,831.0,831.0,9664.0,9295.0,14855.0,15466.0,14525.0,12467.0,9116.0,13594.0,10247.0,12650.0,24853.0,15837.0,12913.0,4698.0,15936.0,24236.0,20631.0,26758.0,26670.0,27107.0,32851.0,31953.0,35579.0,41642.0,43353.0,8456.0,17661.0,28385.0,34088.0,35793.0,42221.0,34515.0,32459.0,40832.0,45901.0,43919.0,41209.0,41209.0,,,
Armenia,ARM051,A.1.4.1,Wild fish catch,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,751.0,237.0,392.0,1043.0,1590.0,2640.0,2466.0,3366.0,2957.0,4454.0,9547.0,4976.0,4033.0,4970.0,4750.0,3304.0,4823.0,5252.0,4820.0,4820.0,,,
Aruba,ABW533,A.1.4.1,Wild fish catch,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919.0,1462.0,2433.0,1602.0,1125.0,1499.0,1184.0,1242.0,1370.0,1976.0,2568.0,3782.0,4072.0,3967.0,4111.0,1674.0,1705.0,1575.0,1630.0,1959.0,2013.0,1782.0,2188.0,2021.0,2145.0,2379.0,2305.0,2111.0,2673.0,2591.0,2591.0,,,
Australia,AUS036,A.1.4.1,Wild fish catch,tonnes,63318.0,63318.0,63318.0,63318.0,63318.0,63318.0,63318.0,70072.0,60796.0,59869.0,82251.0,83343.0,83972.0,80725.0,93435.0,105008.0,95365.0,102460.0,103203.0,124411.0,135171.0,113447.0,134309.0,124981.0,188737.0,156253.0,189415.0,199251.0,184264.0,235157.0,276571.0,261817.0,264228.0,250779.0,277478.0,265600.0,291432.0,288334.0,297730.0,277377.0,272015.0,270728.0,297292.0,304030.0,304030.0,,,
Austria,AUT040,A.1.4.1,Wild fish catch,tonnes,67540.0,67540.0,67540.0,67540.0,67540.0,67540.0,67540.0,58881.0,60441.0,68484.0,65504.0,60320.0,62992.0,62527.0,61816.0,63223.0,66330.0,68740.0,64152.0,60515.5833333,61271.9033333,65084.0,66905.762,56765.52,57656.024,50301.232,53707.5,59812.02,57093.894,54762.048,48548.132,41664.752,39253.9,47345.928,56163.2,52795.3,50127.12,38894.5,37330.0,28172.6666667,29370.4444444,25749.1818182,20720.0,29783.6,29783.6,,,
Azerbaijan,AZE031,A.1.4.1,Wild fish catch,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,176.0,726.0,868.0,1960.0,1209.0,2828.0,2347.0,3940.0,4229.0,5102.0,6997.0,7513.0,7899.0,11160.0,11723.0,12544.0,13899.0,15176.0,18049.0,18049.0,,,
Bahamas,BHS044,A.1.4.1,Wild fish catch,tonnes,708.0,708.0,708.0,708.0,708.0,708.0,708.0,503.0,503.0,307.0,1549.0,724.0,1042.0,950.0,1011.0,1323.0,1177.0,1400.0,1251.0,1533.0,1652.0,1842.0,1924.0,2140.0,2092.0,2077.0,2035.0,2404.0,2985.0,3083.0,4375.0,4092.0,3617.0,3709.0,3354.0,3536.0,3934.0,4014.0,4489.0,3654.0,3147.0,3897.0,4269.0,3909.0,3909.0,,,
Bahrain,BHR048,A.1.4.1,Wild fish catch,tonnes,709.0,709.0,709.0,709.0,709.0,709.0,709.0,1328.0,664.0,396.0,750.0,1417.0,878.0,1371.0,1511.0,1820.0,1568.0,1638.0,1290.0,1633.0,1448.0,1916.0,1921.0,2415.0,2468.0,3301.0,2043.0,2164.0,2052.0,1832.0,3144.0,3573.0,4232.0,3363.0,3367.0,5355.0,4798.0,4635.0,7909.0,8129.0,7205.0,9324.0,10448.0,10158.0,10158.0,,,
Bangladesh,BGD050,A.1.4.1,Wild fish catch,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,20.0,110.0,55.0,13.0,23.0,0.0,0.0,0.0,2.0,4.0,10.0,11.0,2.0,17.0,60.0,51.0,388.0,1148.0,2902.0,768.0,1962.0,2265.0,2277.0,4021.0,8907.0,3908.0,4806.0,3402.0,4463.0,9143.0,8555.0,14840.0,31654.0,23688.0,32017.0,33737.0,33737.0,,,
Barbados,BRB052,A.1.4.1,Wild fish catch,tonnes,1341.0,1341.0,1341.0,1341.0,1341.0,1341.0,1341.0,1458.0,1937.0,1781.0,1626.0,2386.0,2465.0,1479.0,1825.0,2090.0,1981.0,2000.0,1832.0,2600.0,2275.0,2388.0,1844.0,2101.0,2301.0,2684.0,2686.0,3261.0,1888.0,3167.0,3809.0,4349.0,4821.0,4898.0,4465.0,8270.0,6644.0,6367.0,6055.0,5596.0,5421.0,5974.0,6169.0,5169.0,5169.0,,,
Belarus,BLR112,A.1.4.1,Wild fish catch,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1197.0,8328.0,52656.0,73540.0,92589.0,95109.0,77690.0,119410.0,127317.0,134885.0,135360.0,151543.0,157661.0,153083.0,155514.0,165221.0,152670.0,147284.0,129808.0,148479.0,171206.0,171206.0,,,
Belgium,BEL056,A.1.4.1,Wild fish catch,tonnes,181545.0,181545.0,181545.0,181545.0,181545.0,181545.0,181545.0,175898.0,169163.0,188743.0,194609.0,191491.0,213929.0,202635.0,221207.0,228660.0,223612.0,228094.0,222418.0,257234.0,265060.0,241801.0,232536.289943,225252.424636,271017.375866,267960.781429,202718.455166,205409.530403,187322.043537,156862.687844,169469.976878,152135.785098,128209.151293,134546.4176,136710.320074,121344.840009,108518.281999,122309.528806,119364.760289,121908.134248,122315.833644,123757.001248,133183.592081,140255.630242,146437.109386,,,
Belgium-Luxemburg,BLGLUX,A.1.4.1,Wild fish catch,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Belize,BLZ084,A.1.4.1,Wild fish catch,tonnes,139.0,139.0,139.0,139.0,139.0,139.0,139.0,155.0,151.0,235.0,283.0,178.0,110.0,59.0,201.0,121.0,186.0,319.0,204.0,434.0,195.0,236.0,282.0,224.0,176.0,241.0,199.0,198.0,450.0,1170.0,1761.0,5994.0,4779.0,7161.0,1961.0,2684.0,1947.0,1262.0,1234.0,738.0,675.0,183.0,303.0,286.0,286.0,,,
Benin,BEN204,A.1.4.1,Wild fish catch,tonnes,6247.0,6247.0,6247.0,6247.0,6247.0,6247.0,6247.0,6216.0,7186.0,6955.0,4126.0,4896.0,5858.0,4359.0,4523.0,5658.0,7481.0,5403.0,5160.0,2214.0,2600.0,10193.0,13536.0,18715.0,11547.0,13359.0,11285.0,11348.0,8487.0,15449.0,21219.0,11688.0,21564.0,29232.0,28625.0,45123.0,56772.0,66643.0,80643.0,75259.0,78362.0,81541.0,79784.0,86201.0,86201.0,,,
Bermuda,BMU060,A.1.4.1,Wild fish catch,tonnes,51.064171123,135.036363636,160.001069519,182.696256684,204.199946524,259.405989305,408.967272727,188.360479042,313.737117904,527.547705882,287.897333333,1000.0,1094.0,1178.0,1276.0,1270.0,1240.0,1118.0,1322.0,1224.0,1686.0,1458.0,1568.0,1368.0,1350.0,947.0,910.824742268,1252.0,1005.68376068,1094.09347826,996.0,1275.23809524,1158.08291457,1083.03287671,1120.0,2069.82543641,2321.0,2280.0,2145.0,1933.0,1507.0,1659.0,1978.0,2223.0,2015.19782609,,,
Bhutan,BTN064,A.1.4.1,Wild fish catch,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2044.0,2271.0,2235.0,1773.0,1834.0,2137.0,2387.0,2709.0,2895.0,2895.0,,,
Bolivia,BOL068,A.1.4.1,Wild fish catch,tonnes,3375.0,3375.0,3375.0,3375.0,3375.0,3375.0,3375.0,4683.0,6037.0,6595.0,8351.0,8721.0,1009.0,1425.0,2246.0,2288.0,1390.0,2022.0,262.0,1013.0,229.0,162.0,505.0,2719.0,4436.0,3414.0,3504.0,5486.0,4793.0,4883.0,10875.0,6709.0,6473.0,4717.0,6206.0,8083.0,7969.0,4867.0,9572.0,9025.0,7680.0,11019.0,10838.0,11036.0,11036.0,,,
Bosnia and Herzegovina,BIH070,A.1.4.1,Wild fish catch,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,1842.0,370.0,1370.0,305.0,1754.0,1116.0,6739.0,8286.0,8484.0,11227.0,12012.0,16100.0,17808.0,13971.0,13286.0,13693.0,13112.0,12139.0,11094.0,10566.0,10645.0,10645.0,,,
Botswana,BWA072,A.1.4.1,Wild fish catch,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,940.0,734.0,1172.0,1580.0,911.0,1020.0,1195.0,995.0,1360.0,1997.0,3038.0,5273.0,6045.0,7559.0,4571.0,3993.0,3441.0,3074.0,3445.0,4160.0,3046.0,3409.0,4688.0,4699.0,3235.0,3026.0,5870.0,4913.0,4830.0,11375.0,13836.0,4419.0,4190.0,3382.0,4946.0,4454.0,4454.0,,,
Brazil,BRA076,A.1.4.1,Wild fish catch,tonnes,78899.0,78899.0,78899.0,78899.0,78899.0,78899.0,78899.0,64722.0,65878.0,94824.0,70669.0,48983.0,60243.0,42958.0,34221.0,38446.0,101335.0,104327.0,64081.0,136782.0,172763.0,143596.0,87357.0,160723.0,163840.0,214525.0,298098.0,212424.0,197978.0,172114.0,201909.0,180533.0,162161.0,170207.0,172334.0,159295.0,188566.0,216324.0,224851.0,245446.0,285973.0,350018.0,370788.0,426832.0,426832.0,,,
British Indian Ocean Territory,IOT086,A.1.4.1,Wild fish catch,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
British Virgin Islands,VGB092,A.1.4.1,Wild fish catch,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Brunei Darussalam,BRN096,A.1.4.1,Wild fish catch,tonnes,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,1645.0,1846.0,1677.0,2143.0,2945.0,2992.0,3126.0,3213.0,3195.0,2825.0,3133.0,3259.0,4634.0,3337.0,2840.0,2973.0,4908.0,7518.0,4523.0,4399.0,9194.0,8786.0,5141.0,6453.0,8277.0,6471.0,7154.0,9090.0,7212.0,7689.0,6600.0,6503.0,5847.0,7125.0,7639.0,9911.0,13931.0,13931.0,,,
Bulgaria,BGR100,A.1.4.1,Wild fish catch,tonnes,10743.4720705,11568.381953,12903.7828843,11775.2460217,13411.0,13411.0,13411.0,20810.0,29561.0,33778.0,22057.0,30535.0,52007.0,34868.0,19158.8587025,24393.2372391,19006.161664,24662.3025681,20894.0,16940.9691253,3005.0,2725.0,6633.0,4940.0,12832.0613977,14160.0,8711.0,21466.0,25594.0,21320.0,20567.0,21821.0,22601.0,28515.0,16113.0528929,13072.7600578,18375.5373507,15395.2179368,22725.3878161,24884.1621622,23099.3695652,22235.8253856,20498.2278933,19702.32767,17701.5328643,,,
Burkina Faso,BFA854,A.1.4.1,Wild fish catch,tonnes,938.0,938.0,938.0,938.0,938.0,938.0,938.0,1216.0,1158.0,1139.0,1544.0,1676.0,2334.0,2290.0,1579.0,2268.0,3571.0,5438.0,7625.0,6850.0,5100.0,4533.0,4100.0,3895.0,7528.0,7598.0,8563.0,10963.0,5358.0,13357.0,12401.0,7657.0,8328.0,8547.0,11455.0,22542.0,25151.0,27350.0,26991.0,45313.0,53871.0,62198.0,61414.0,64379.0,64379.0,,,
Burundi,BDI108,A.1.4.1,Wild fish catch,tonnes,43.0,43.0,43.0,43.0,43.0,43.0,43.0,146.0,38.0,168.0,306.0,370.0,422.0,461.0,428.0,194.0,4.0,14.0,37.0,207.0,232.0,183.0,152.0,279.0,435.0,28.0,226.0,104.0,135.0,139.0,64.0,99.0,79.0,112.0,89.0,34.0,93.0,36.0,39.0,89.0,627.0,1686.0,2942.0,3038.0,3038.0,,,
Cambodia,KHM116,A.1.4.1,Wild fish catch,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2752.0,5248.0,4376.0,2427.0,2461.0,2719.0,3174.0,1073.0,1244.0,2144.0,3033.0,6644.0,3714.0,2755.0,2164.0,5039.0,4219.0,5397.0,7125.0,7823.0,7823.0,,,
Cameroon,CMR120,A.1.4.1,Wild fish catch,tonnes,10417.0,10417.0,10417.0,10417.0,10417.0,10417.0,10417.0,14273.0,13463.0,16320.0,20134.0,28144.0,32302.0,34244.0,44966.0,62117.0,84339.0,65046.0,67434.0,64743.0,60252.0,24682.0,59238.0,46861.0,44096.0,49884.0,42548.0,65480.0,79301.0,76225.0,82300.0,99360.0,80158.0,126288.0,121132.0,107750.0,102924.0,141271.0,155327.0,208816.0,172809.0,225135.0,189618.0,170521.0,170521.0,,,
Canada,CAN124,A.1.4.1,Wild fish catch,tonnes,71945.0,71945.0,71945.0,71945.0,71945.0,71945.0,71945.0,88715.0,83618.0,84343.0,103164.0,99092.0,87996.0,100595.0,117313.0,117645.0,133019.0,153738.0,154748.0,178135.0,173779.0,179553.0,203228.0,275648.0,356282.0,424744.0,451904.0,438117.0,446702.0,487470.0,521630.0,569656.0,538637.0,493980.0,481220.0,466226.0,474590.0,465520.0,463286.0,478944.0,495454.0,511797.0,525131.0,497563.0,497563.0,,,
Cape Verde,CPV132,A.1.4.1,Wild fish catch,tonnes,248.0,248.0,248.0,248.0,248.0,248.0,248.0,12.0,7.0,5.0,4.0,3.0,1.0,30.0,29.0,18.0,819.0,208.0,85.0,249.0,211.0,218.0,241.0,385.0,563.0,752.0,595.0,1895.0,1036.0,1037.0,733.0,777.0,621.0,621.0,540.0,528.0,762.0,686.0,859.0,840.0,671.0,789.0,886.0,882.0,882.0,,,
